#{"t_start": 1525076601.5460804, "env_id": "RoboSumo-Ant-vs-Ant-v0"}
r,l,t11424.662347,163,8.088072
1918.633511,32,9.3383291580.644829,131,11.510207
1883.189756,44,13.282311
1716.552999,81,16.53191409.809415,177,18.730587
1718.149153,99,22.627271
1850.765408,53,24.715335
1939.355902,24,25.677523
1892.691573,38,27.15157-2549.032731,501,35.993554
1917.918297,28,37.105326
1750.636828,75,40.065353
1918.47278,28,41.1852
1-2411.229174,501,45.239079
1833.605049,53,47.352855
1814.484245,58,49.625746
1708.572461,88,53.122595
1903.624644,31,54.361029
1804.036425,56,56.566805
1625.673489,128,61.68388
1935.014471,22,62.548898
1890.963859,33,63.8777
1900.696878,32,65.150955
1917.897957,28,66.258635
1801.074962,58,68.576155
1845.486283,57,70.822842
1860.057965,44,72.578413
1800.854461,58,74.86138
1887.454531,39,76.400592
1-2731.484466,501,88.966818
1799.892968,61,91.38623-2761.876361,501,101.202533
1848.901042,44,102.954479
1875.327905,33,104.257902
1910.87115,30,105.455848
1936.734404,25,106.437133
1822.822638,48,108.359979
1767.797167,72,111.228873
1780.754546,64,113.745572
1824.778768,45,115.533776
1748.895663,75,118.556605
1740.443194,85,121.916083
1901.641524,28,123.013876
1898.824884,37,124.497504
1925.113373,26,125.511611.738826,115,128.447879
1910.649709,34,129.807779
1739.730464,89,133.302921
1911.062558,31,134.536937
1795.183074,63,137.055523
-2310.688411,501,156.818597
1939.071722,20,157.620471
1868.873134,44,159.372948
1836.238055,48,161.327661
1781.375856,60,163.703701
1750.315194,73,166.600223
1867.511625,40,169.823956
-2839.656293,501,189.645053
1825.043918,48,191.545535
1853.377454,48,193.405065
1758.815256,57,195.669142
1717.39573,80,198.832427
1878.869869,40,200.408963
1943.151254,20,201.21845
-2692.952703,501,221.109549
1867.0362,43,222.81887
1919.56558,35,224.196629
1764.313262,66,226.785635
1931.675748,24,227.730832
1885.548239,34,229.066831
1934.060317,24,230.018676
1930.701035,25,231.012783
1890.858307,37,232.454473
1930.82761,23,233.382846
1906.68349,36,234.812713
1940.430912,21,235.625523
1783.163481,73,238.574393
1801.232592,57,240.81844
1874.299349,40,242.395089
1864.582608,46,244.188298
1964.503977,11,244.631899
1874.26033,49,246.56442
1889.021659,33,247.858912
1757.952759,77,252.510762
1919.972313,26,253.544196
1935.310225,22,254.418865
1949.21069,19,255.178728
1816.326429,62,257.622571
1936.864711,23,258.521264
1939.683155,20,259.308275
1925.534819,24,260.236924
1857.782888,47,262.092419
1888.12814,37,263.558629
1791.262603,75,266.518658
1828.887069,45,268.310438
1893.678489,42,269.98248
1881.72008,43,271.683867
1907.182032,37,273.177336
1867.534713,37,274.627402
1954.08942,17,275.30121
1914.978651,30,276.482898
1848.395214,50,278.459111
1902.957455,31,279.684308
1755.875649,73,282.539146
1936.043805,27,283.622439
1848.838436,49,285.528591
1886.959912,39,287.068448
1814.061667,51,289.061497
1931.556305,24,290.01252
1803.700886,60,292.408367
1788.537871,70,295.198239
1937.177715,22,296.065094
1860.544679,43,297.744705
1938.204608,23,298.672534
1892.02065,33,299.965409
1779.05337,68,302.653593
1911.264476,32,303.930247
1551.000779,138,309.384434
1914.988653,29,310.536327
1925.960972,26,311.596888
1808.535332,52,313.631-2941.062687,501,315.989572
1879.311179,43,317.696-2384.35331,501,322.606201
19441386.344772,196,326.592212
1933.628811,28,327.680399
1900.105585,36,329.137696
-2925.505395,501,350.580573
1957.113368,15,351.173276
1829.305664,51,353.177477
1828.641008,49,355.124508
1911.8358,34,356.47158
1759.644438,57,358.698844
1892.521996,36,360.139765
1821.554154,56,362.380215
1406.796918,195,370.107929
1894.888288,37,371.607136
1746.422961,75,374.584373
1819.357133,58,376.883057
1857.423922,45,378.661392
1942.985055,20,379.450885
1682.930044,89,382.971646
1950.392306,17,383.62534
1908.433343,30,384.828737
1745.575138,69,387.528578
1886.689514,39,389.085931
1922.110174,28,390.20793
1850.663844,45,391.991005
1940.909598,22,392.862275
1951.687745,17,393.546484
-3339.710316,501,413.414876
1843.762857,43,416.728195
1874.051844,48,418.627452
1828.891858,48,420.517829
1863.047399,42,422.192083
1905.064263,40,423.753564
1875.460335,38,425.255637
